NM_CANDIDATO,Partido,NM_UE,Estado,total
CASSIO ELMO GONCALVES GALLO,MDB,JOSÉ BONIFÁCIO,SP,20799.0
FRANCISCO LUMBA DE OLIVEIRA NETO,PDT,ALAGOINHA,PE,20774.95
ALBERTO LOIOLA GOMES MOREIRA,REPUBLICANOS,SÃO MIGUEL DO TOCANTINS,TO,20765.0
MAURICIO HONORIO DE CARVALHO,PSD,SÃO FRANCISCO,SP,20763.9
LEONILDO PEIXOTO FARIAS,PSB,OCARA,CE,20750.0
JOSÉ ETEVALDO DE OLIVEIRA,PT,ALTAMIRA DO PARANÁ,PR,20747.5
FERNANDO LUBRECHET,NOVO,PIRASSUNUNGA,SP,20744.6
CLAUDIO EGGERT,PSB,PANCAS,ES,20740.0
ANTÔNIO LUIZ BOTELHO,REPUBLICANOS,PLANURA,MG,20730.0
PEDRO GONÇALVES FILHO,MDB,CARVALHÓPOLIS,MG,20723.0
PAULO ROBERTO MARTINS,PODE,MANDURI,SP,20715.0
MARTINHO LUCAS DE GODOY,MDB,IGUATU,PR,20700.07
MARLENE SILVA MIRANDA,UNIÃO,BOM LUGAR,MA,20700.0
ALEXANDRE RUSSI,PL,JUSCIMEIRA,MT,20700.0
ANTONIO MARCOS DE MELO FRAGOSO LIMA,PP,ÁGUA PRETA,PE,20687.0
JOSE ANTONIO FERREIRA,PL,CONCEIÇÃO DA APARECIDA,MG,20670.0
YASSER MARTINS YASSINE,PV,FORMOSA,GO,20663.6
CIDONIO GONCALVES DOS SANTOS,PSDB,AÇAILÂNDIA,MA,20662.0
IZIDORO ARCESTI RICCI,PP,TACIBA,SP,20653.2
SEVERINO SILVESTRE DE ALBUQUERQUE,PSD,PASSIRA,PE,20650.0
JANIERY PEREIRA E SILVA LOPES,REPUBLICANOS,LAGOA,PB,20650.0
VANDERLEI STEIGER,PDT,SÃO VALÉRIO DO SUL,RS,20650.0
MARCELO DAROLT,PL,VITOR MEIRELES,SC,20630.1
BRUNO TOLEDO DE OLIVEIRA,PP,MERCÊS,MG,20600.0
JORDANO CARVALHO DOS SANTOS,PSTU,SÃO JOÃO DEL REI,MG,20600.0
LUIZ FABIO ANTONUCCI FILHO,REPUBLICANOS,VISCONDE DO RIO BRANCO,MG,20567.14
MIRO LUCIO PEREIRA,PSDB,CAMPOS GERAIS,MG,20564.15
JOSE AURELIO JESUS ROCHA,REPUBLICANOS,CRUZÍLIA,MG,20550.0
RENATO DOS SANTOS KLHEN,PT,NOVA TEBAS,PR,20542.36
VALDIR JOSÉ LUDWIG,PP,IVOTI,RS,20520.0
CHRYSTOPHE FERREIRA DIVINO,UNIÃO,CANHOBA,SE,20515.0
PAULO FELLETTI JUNIOR,PT,SÃO LOURENÇO,MG,20510.0
ANDERSON JHONNI MOREIRA LOPES,REPUBLICANOS,ITUTINGA,MG,20510.0
JULIANO FERRO BARROS DONATO,PSDB,IVINHEMA,MS,20508.0
PEDRO ANDRÉ BRAZ SILVA SANTANA,PSD,CABACEIRAS DO PARAGUAÇU,BA,20505.0
EYMARD DE ARAÚJO PEDROSA,PSB,MATARACA,PB,20500.0
EDIMILSON DALMAGRO,PL,SÃO JOSÉ DO CEDRO,SC,20500.0
EDUARDO DOS SANTOS SOBRINHO,PP,PIRAQUÊ,TO,20480.48
TERCILIO LUIZ TURINI,MDB,LONDRINA,PR,20480.0
JULIANO PHILIPE SERAFIM SOARES,REPUBLICANOS,SÃO GERALDO DO BAIXIO,MG,20478.0
ANDREIA PERETTI LOUREIRO,REPUBLICANOS,URU,SP,20459.8
FRANCISCO MARINHO DOS SANTOS NETO,CIDADANIA,ESMERALDAS,MG,20424.97
HELIO ROBERTO CESA,MDB,SIDERÓPOLIS,SC,20413.96
PAULO ROBERTO LEITE DE ARRUDA,MDB,VITÓRIA DE SANTO ANTÃO,PE,20410.0
JOSE ALVES FEITOSA OLIVEIRA JUNIOR,UNIÃO,INHANGAPI,PA,20400.0
SILVERIO TAURINO DA ROCHA MOREIRA,PDT,DUERÉ,TO,20395.0
SUZINEI SCHNEIDER,UNIÃO,ERVAL GRANDE,RS,20380.0
JURACI RONALDO CAZELLA,MDB,GUARANIAÇU,PR,20369.4
IVON RATES DA SILVA,PSD,ENVIRA,AM,20353.120000000003
ADIR FLAVIO SVIDERSKEI,PL,ALTO BELA VISTA,SC,20338.0
KLEBIA FERREIRA BESSA FILGUEIRA,PSD,TABOLEIRO GRANDE,RN,20300.0
EVANDRO DE CASTRO ÁVILA,DC,PARANAPANEMA,SP,20286.0
GUILHERME PORTELA DE DEUS MACÊDO,PT,BOCAINA,PI,20280.0
ALEXSANDRO FREITAS SILVA,MDB,IBIRATAIA,BA,20266.8
PAULO ANTONIO GOBATO VEIGA,PP,RIBEIRÃO BONITO,SP,20264.0
AROLDO COSTA MELO,PL,PARAOPEBA,MG,20254.1
CARLOS ALBERTO COLARES MENEZES,PSB,ARATUBA,CE,20250.0
ANA CLÁUDIA ALMEIDA CAVALCANTE,PL,RODOLFO FERNANDES,RN,20240.5
ANTONIO RUFINO MARTINS,PDT,CARIRÉ,CE,20240.0
CLEIDE TERESINHA DOS SANTOS,PT,BOA VISTA DA APARECIDA,PR,20235.0
GUSTAVO MARTINS PICCOLO,PDT,GAVIÃO PEIXOTO,SP,20210.03
JAIR ROCHA OLIVEIRA,PT,ROSÁRIO DO SUL,RS,20204.8
IVANEI BOLGENHAGEN,PSD,PRINCESA,SC,20200.0
MARCIO JOSÉ BRANCO DE ANDRADE,PP,PAINEL,SC,20187.0
JUAN ALEX TESTONI,UNIÃO,OURO PRETO DO OESTE,RO,20170.0
JOÃO CARLOS DE OLIVEIRA,PSB,TAPIRATIBA,SP,20157.5
ANDERSON WILKER DE ABREU ARAÚJO,PC do B,ALCÂNTARA,MA,20130.0
JOSÉ FILHO CUNHA DE OLIVEIRA,PP,RURÓPOLIS,PA,20110.0
JOÃO BATISTA ALVES CAVALCANTE,PP,PRESIDENTE KENNEDY,TO,20095.0
IAGO DOS SANTOS KIELERMANN,PDT,ARAMBARÉ,RS,20064.8
PAULO SERGIO BATTISTI,UNIÃO,CAMPINAS DO SUL,RS,20040.0
DEUSDETE FAGUNDES DE BRITO,PSB,IGAPORÃ,BA,20027.0
FRANCISCO DE SOUSA NETO,PT,BELA VISTA DO PIAUÍ,PI,20025.83
EDUARDO EVALDT MANIQUE,PT,TRÊS COROAS,RS,20009.0
DOUGLAS FERRAZ FIGUEIREDO CACIQUE,AVANTE,MEDINA,MG,20000.0
MARIA IDALI DA SILVA BONTEMPO,UNIÃO,JUSSARA,GO,20000.0
ANTONIO MARCOS ARAUJO DE SOUZA,PC do B,ARATUÍPE,BA,20000.0
MARIA DAS GRACAS DE DEUS VIANA,AVANTE,UBAITABA,BA,20000.0
EDISON RODRIGUES DE ALMEIDA,PRD,JAGUAPITÃ,PR,20000.0
EVALDO BEZERRA DE CARVALHO,PSB,MIRANDIBA,PE,20000.0
STEFAN TOMÉ PAUKA,PSD,SÃO JOÃO DO CAIUÁ,PR,20000.0
LEONARDO APARECIDO DA SILVA,PL,CATIGUÁ,SP,20000.0
DIOGO CARLOS DE LIMA SILVA,PSDB,BARRA DE GUABIRABA,PE,20000.0
FRANCISCO NÓBREGA ALMEIDA,PL,SÃO DOMINGOS,PB,20000.0
SALATIEL MACIEL DE SOUZA,PL,PARNAMIRIM,RN,20000.0
GUILHERME MIRANDA E SILVA DE OLIVEIRA,PT,CANTO DO BURITI,PI,20000.0
MURILO MOREIRA TELES VALIM,PODE,CATURAÍ,GO,20000.0
ANDREI WOLKER DUARTE MACIEL,UNIÃO,MARAVILHAS,MG,20000.0
IONA QUEIROZ NASCIMENTO,PT,CAMAMU,BA,20000.0
PAULO SERGIO BRAZ,MDB,SANTANA DO ACARAÚ,CE,20000.0
TIAGO DE MEDEIROS ALMEIDA,PSDB,PARELHAS,RN,20000.0
JOSE CIDENEI LOBO DO NASCIMENTO,UNIÃO,HUMAITÁ,AM,20000.0
ALCEU MARCOS PRETTO,PDT,RIOZINHO,RS,19998.0
ROGERIO CARLOS TRONCOSO CHAVES,MDB,MORRINHOS,GO,19992.57
MARCOS ERNANI SENGER,PT,SÃO PEDRO DO SUL,RS,19986.0
FRANCINILDO PIMENTEL DA SILVA,PSB,ALAGOA NOVA,PB,19960.0
CLEUDILENE GONÇALVES PRIVADO BARBOSA,MDB,CENTRAL DO MARANHÃO,MA,19940.0
MIKAEL DE SOUSA MARQUES,PT,VERA MENDES,PI,19898.0
RODRIGO DE SOUZA,MDB,PETROLÂNDIA,SC,19896.5
JOSE MORAIS MARTINS GARCIA JUNIOR,PSD,SÃO JOÃO DO CARIRI,PB,19888.0
MILTON RODRIGUES BARBOSA,REPUBLICANOS,BOQUEIRÃO,PB,19855.0
HUMBERTO BRAGA CALDEIRA,REPUBLICANOS,PEÇANHA,MG,19853.0
PEDRO FERNANDO DE LIMA,MDB,MINEIROS DO TIETÊ,SP,19850.0
JOSÉ LIBÓRIO LEITE NETO,PSB,ASSARÉ,CE,19825.0
LEANDRO FERREIRA MEDEIROS,PT,RECREIO,MG,19806.7
ANTONIO GUALHANO AZEVEDO,PSB,BOM JESUS DO NORTE,ES,19805.0
VALERIA RIBEIRO SANTOS,PP,AIQUARA,BA,19803.1
CULESTINO KIARA,PL,CAFELÂNDIA,PR,19800.0
DAVID CARVALHO PIMENTA,UNIÃO,SIMÃO PEREIRA,MG,19792.0
FILIPE MENEZES LANG,PT,PALMARES DO SUL,RS,19778.0
LINDOURO MODESDO GOMES,PT,ALVINÓPOLIS,MG,19770.34
KELSON RICHARD CARVALHO HOLANDA VIEIRA,REPUBLICANOS,TASSO FRAGOSO,MA,19750.239999999998
DANILO GOMES DA SILVA,PRD,EDEALINA,GO,19750.0
VERA LUCIA ALVES,PP,OSVALDO CRUZ,SP,19732.35
HELVECIO LAVINAS LAGO,PRD,ENGENHEIRO PAULO DE FRONTIN,RJ,19700.0
ALEXSANDRO DA SILVA COSTA,PL,TERESÓPOLIS,RJ,19700.0
SALATIEL DA SILVA E SOUZA,PL,MANTENÓPOLIS,ES,19650.0
JOAQUIM DA SILVA FERREIRA,PDT,ESTÂNCIA,SE,19636.45
JOANA DARK PINHEIRO CESAR,PDT,JOAÍMA,MG,19630.0
JOSÉ SALOMÃO JACOBINA AIRES,PT,DIANÓPOLIS,TO,19630.0
CAMILA BARBOSA SOUSA OLIVEIRA,PT,LAGOA DO PIAUÍ,PI,19606.81
RODRIGO BATISTA GONÇALVES,PL,ILHA SOLTEIRA,SP,19593.0
LUCIMEIRE LAZARA DA SILVA OLIVEIRA ANANIAS,PT,CONFRESA,MT,19563.64
EDERSON FIGUEIREDO,PP,ARENÁPOLIS,MT,19554.45
ALCEU GILMAR MORETTI,MDB,CORUPÁ,SC,19548.66
RODRIGO RIBEIRO DE ARAUJO,MDB,IBIÁ,MG,19546.239999999998
RODRIGO DA ROCHA MARTINS,PSD,BERTOLÍNIA,PI,19534.6
LUIZ ANGELO POLETTO,CIDADANIA,ARATIBA,RS,19516.0
ADAUTO DANTAS DO AMOR CARDOSO,PSD,SANTA LUZIA DO ITANHY,SE,19500.0
LUCIANA BAROBOSA DO NACIMENTO,PT,ITAPECERICA DA SERRA,SP,19470.719999999998
RITA DE CASSIA NASCIMENTOO,PT,JAGUARIÚNA,SP,19453.58
JOSE RODRIGUES BARROSO DE ARAUJO,MDB,CLÁUDIO,MG,19446.0
LUIZ CARLOS SANDRI,PP,HUMAITÁ,RS,19430.0
EDVANIO ROSA CARNEIRO,NOVO,IPATINGA,MG,19427.33
EDINILSON DORNELAS LOPES,MDB,PIEDADE DE CARATINGA,MG,19410.0
GABRIEL GOMES ALVES DE CASTRO,UNIÃO,NOVO BRASIL,GO,19362.13
ELENICE PEREIRA DELGADO SANTELLI,PT,LIMA DUARTE,MG,19360.0
JONAS POLYDORO,PSD,ROSEIRA,SP,19360.0
ROBERTO LUIZ DA SILVA,PT,DOM CAVATI,MG,19352.0
DANIEL GUIMARÃES SATHLER,REPUBLICANOS,ALTO JEQUITIBÁ,MG,19350.0
JULIO JOSE FERREIRA,PT,GUARARÁ,MG,19326.3
JOSE WEBSTON NOGUEIRA PINHEIRO,PSD,SOLONÓPOLE,CE,19320.0
ABEL BICHESKI,SOLIDARIEDADE,MAFRA,SC,19320.0
DIEGO RODRIGO DE OLIVEIRA,PSD,PASSOS,MG,19319.8
CAIO TIBÉRIO BARBALHO INÁCIO DA SILVA,PP,CUITÉ,PB,19307.5
PAULO LUIS RABELLO,PL,TRÊS PONTAS,MG,19295.75
JOSE CARLOS VIERA BAHIA,AVANTE,TREMEDAL,BA,19294.96
MARIZETE VARGAS PEREIRA RAUTA,MDB,CAPÃO BONITO DO SUL,RS,19278.0
FABIO SILVA BEZERRA,PSTU,INDAIATUBA,SP,19242.239999999998
LEANDRO FORSTER,PSDB,IPIRA,SC,19225.76
ANTONIO CESAR FARIA,PRD,TEIXEIRAS,MG,19196.0
JUNIOR DE ABREU BENTO,PP,GAROPABA,SC,19181.55
JOSEMAR CARLOS CASARIN,UNIÃO,COLINAS DO TOCANTINS,TO,19166.2
KAYLANNE DA SILVA OLIVEIRA,MDB,JUREMA,PI,19128.78
ANTÔNIO DE PAUDA ALVES DE LIMA,UNIÃO,CIDADE OCIDENTAL,GO,19114.0
SERGIO PEDRO DA SILVA,PL,PRESIDENTE MÉDICI,RO,19106.0
AMARILDO MEIRA DE VASCONCELOS,PODE,TEIXEIRA,PB,19093.0
REINALDO JOSE DA COSTA,PL,BOA ESPERANÇA,PR,19091.1
THAIS VIANA DE MENDONÇA CANUTO,PDT,PILAR,AL,19088.52
RUBENS FELISBERTO DE ATAIDE JUNIOR,PSB,SÃO MIGUEL DOS MILAGRES,AL,19050.8
MARCELO ALVES DE OLIVEIRA,UNIÃO,GUAIRAÇÁ,PR,19044.89
HENRIQUE DANIEL LEME,PSD,CAPELA DO ALTO,SP,19042.3
EUSEBIO FERREIRA DA SILVA,PT,BREJO SANTO,CE,19040.0
FERNANDO ANTONIO DA SILVA PEREIRA,PSD,CACHOEIRA,BA,19004.48
EDÉSIO ALEXANDRE RÊGO DE OLIVEIRA,PSDB,DIVINÓPOLIS DE GOIÁS,GO,19000.0
NADER ALI UMAR,PSDB,TRÊS PASSOS,RS,18999.0
ADRIANO MARÇAL DA SILVA,PSD,GAVIÃO PEIXOTO,SP,18990.0
ELIENE MIRANDA JARDIM MARTINS,MDB,FRUTA DE LEITE,MG,18951.0
MANOELINA DE SOUSA BORGES,PSD,SEBASTIÃO LEAL,PI,18950.0
JOAQUIM PINTO LAPA FILHO,PSB,CARPINA,PE,18950.0
SOELI DE SOUZA,MDB,ARAPUÃ,PR,18940.0
ROGÉRIO TOMAZ CORRÊA,PL,NAVEGANTES,SC,18935.0
NICOLAS BASILE ROCHEL,REPUBLICANOS,ANGATUBA,SP,18919.5
ROSILDA PERIN BOGER,PSD,GRÃO-PARÁ,SC,18889.3
ADILSON ROQUE DOS SANTOS,PSD,BOA VENTURA DE SÃO ROQUE,PR,18888.9
AURÉLIO SANTOS CAIRES,PL,MATA VERDE,MG,18887.0
MARCOS ROBERTO CAMPOS,PT,ARTUR NOGUEIRA,SP,18885.02
REGINA NOEMIA GEROMEL COROCHEL,PP,ARARAS,SP,18875.0
WANDERLEY SOUSA SANTOS,REPUBLICANOS,SANTA TEREZINHA DO TOCANTINS,TO,18865.0
MAX D AGOSTIN DE MELLO,MDB,IÇARA,SC,18850.0
PAULO RENATO QUEGE,PP,CAMPO DO TENENTE,PR,18837.86
ALEXANDRE HOLANDA SABINO,PDT,HORIZONTE,CE,18830.0
AFONSO RAIMUNDO DE SOUZA,PSD,BORDA DA MATA,MG,18800.0
SIMONE DE CRISTO FERNANDES,UNIÃO,PRESIDENTE EPITÁCIO,SP,18793.4
MAXWELL SCAPINI,PSD,CAPITÃO LEÔNIDAS MARQUES,PR,18793.32
FABIANA PAULA MERIGO,PT,PINHALZINHO,SC,18773.45
EVERALDO ANDRADE DA COSTA,PT,CUITÉ,PB,18760.0
RUBENS VILELA DOS SANTOS JUNIOR,REPUBLICANOS,CONGONHAL,MG,18708.0
MARTA MARIA CAETANO DE ALMEIDA CUNHA,MDB,MOSSÂMEDES,GO,18707.44
SERGIO MARCIO DA SILVA RIBEIRO,DC,ARARUAMA,RJ,18707.4
AIRTON MIGUEL SIMONETTI,REPUBLICANOS,GUARANIAÇU,PR,18682.0
ALBERONE NERI DE OLIVEIRA LIMA,PL,ENCANTO,RN,18680.0
NELSON MESQUITA GALVINO,PSD,IJACI,MG,18664.0
ALEANDRO FRANCISCO DA SILVA,PP,CACHOEIRA DOURADA,MG,18660.0
SIDNEI ECKERT,MDB,ARROIO DO MEIO,RS,18643.0
MANOEL GABRIEL DOS SANTOS,PP,BARRA DO MENDES,BA,18628.0
DEMÉTRIO CAVLAK GARCIA,DC,BOA ESPERANÇA DO NORTE,MT,18625.6
CESAR DANTAS DE MEDEIROS,REPUBLICANOS,CARNAÚBA DOS DANTAS,RN,18620.0
JOAO MARIA MESQUITA,MDB,BOA SAÚDE,RN,18612.18
RUBEMAR PAULINHO SALBEGO,PDT,SÃO FRANCISCO DE ASSIS,RS,18611.0
MARCOS HENRIQUE BAKKE RIBEIRO LISBOA,PDT,CONDE,PB,18608.4
RAIMUNDO RENATO VICENTE DE ARAUJO SOUSA,PP,SÃO LUIS DO PIAUÍ,PI,18600.0
LENE MONICA DA SILVA PINTO,PRD,DESCOBERTO,MG,18600.0
FERNANDO MACCHI SANTANA,PP,NOVA INDEPENDÊNCIA,SP,18578.0
FELIPE GEFERSON SEME AMED,MDB,SÃO LOURENÇO DA SERRA,SP,18577.0
JOAO ALFREDO DE MELLO NETO,PT,BURITI ALEGRE,GO,18570.0
EDGAR THIESEN,PP,PASSO DO SOBRADO,RS,18569.6
REGINALDO FRANCO DA SILVEIRA,PSDB,VARGEM ALEGRE,MG,18540.0
ADELAR ANTONIO ARROSI,PSDB,IBEMA,PR,18539.88
BRUNO HENRIQUES ARAUJO,PL,SANTA TERESA,ES,18500.0
MARILIA PEROTTA BENTO GONÇALVES,UNIÃO,RONCADOR,PR,18500.0
SORAIA RODRIGUES CHAVES,PT,JATAÍ,GO,18494.16
MAURO GILBERTO FANTINI,PSD,GENERAL SALGADO,SP,18480.0
ANTONIO CARLOS ABUABUD JUNIOR,PT,SANTA LÚCIA,SP,18476.0
DEBORA RODRIGUES TEIXEIRA MENEZES,PT,ELDORADO,SP,18455.5
AMARILDO TOMAS DO NASCIMENTO,REPUBLICANOS,RESTINGA,SP,18415.0
ROBERTO DOS REIS RANGEL,PODE,ARACRUZ,ES,18411.19
ARLINDO CARDOSO DANTAS,PSB,CALDAS NOVAS,GO,18391.86
FABIO MANOEL ANDRADE COSTA,PT,ARAUÁ,SE,18370.0
JOSE LUIZ NORA NETA,PL,MOGI GUAÇU,SP,18360.0
MARCOS MARCIEL PINHEIRO DE JESUS,PODE,ALMADINA,BA,18334.75
JOAO ALBERTO OURIQUE DO NASCIMENTO,PP,BOSSOROCA,RS,18312.0
MARIA DO CARMO RABELO LARA,PSDB,CARMÓPOLIS DE MINAS,MG,18301.7
ADALMIR JOSÉ GARBIM JÚNIOR,PSB,ENGENHEIRO BELTRÃO,PR,18300.0
EDUARDO CESAR BEZERRA DIOGENES,NOVO,ITAITINGA,CE,18299.0
CLAUDEMIR PERES FRANCISCO DE OLIVEIRA,REPUBLICANOS,ROSANA,SP,18260.15
THIAGO EPIFANIO DA SILVA,PSD,ARIRANHA DO IVAÍ,PR,18241.3
TEOGENES HIGINO MELO LESSA,PSB,CAMPO GRANDE,AL,18241.0
ANTONIO CLAUDIO GODINHO,AVANTE,PRESIDENTE OLEGÁRIO,MG,18238.6
RONALDO RIVELINO VENÂNCIO,PSD,SÃO BENTO DO SAPUCAÍ,SP,18236.09
ROGERIO BARBIERI CARNIEL,PT,SOBRADINHO,RS,18230.0
JOÃO LUIS SOARES DA CUNHA,PSD,SÃO JOSÉ DO RIO PARDO,SP,18219.809999999998
CARLOS ROGERIO MULLER,PSTU,FLORIANÓPOLIS,SC,18200.0
EDILSON GERMINIANI DOS SANTOS,PSD,CORREIA PINTO,SC,18200.0
ERNANDES FERNANDES MACEDO,REPUBLICANOS,SÃO BENTO DO TOCANTINS,TO,18200.0
LINDOMAR CLAUDINO BESSA,UNIÃO,MAIRIPOTABA,GO,18170.0
CICERO APARECIDO GODOI,PP,CASTANHEIRAS,RO,18170.0
THALES VARGAS GAYEAN,PSOL,GUARATINGUETÁ,SP,18140.0
RAFAEL FERREIRA SILVA,PSD,PEDRINÓPOLIS,MG,18125.0
GERALDO FELIPPE JUNIOR,REPUBLICANOS,PINDORAMA,SP,18115.0
NEUSA DE FATIMA DA COSTA MATOS AMARAL,PL,TABULEIRO,MG,18108.0
ANTÔNIA ELIENE LIBERATO DIAS,PSB,CÁCERES,MT,18100.0
ANTÔNIO LUIZ DE ARAÚJO COSTA NETO,PT,RIBEIRA DO PIAUÍ,PI,18100.0
FILOMENA COELHO DOS SANTOS SILVA,UNIÃO,TUPIRATINS,TO,18100.0
MÁRIO FERREIRA,REDE,OURINHOS,SP,18066.57
RONUALDO FREITAS DA SILVA,PDT,SÃO GERALDO,MG,18056.0
PAULO SERGIO DE OLIVEIRA,PP,HERCULÂNDIA,SP,18035.3
JOAQUIM COELHO DA SILVA,PSD,SÃO JOÃO DO ORIENTE,MG,18024.6
MÁRCIO CORDEIRO GUEDES,REPUBLICANOS,ANGELÂNDIA,MG,18018.05
CICERO VALDECI,MDB,SÃO SEBASTIÃO DO UMBUZEIRO,PB,18012.3
NERI VANDRESEN,PL,RIO FORTUNA,SC,18000.0
CARLOS AUGUSTO ARAUJO DOS SANTOS,PL,SANTA ISABEL DO RIO NEGRO,AM,18000.0
JOSÉ CARLOS LINCK,PDT,PICADA CAFÉ,RS,18000.0
ANTONIO PAULO DE OLIVEIRA FURLAN,MDB,MACAPÁ,AP,18000.0
OTÁVIO DA CRUZ FARIAS,UNIÃO,NOVO AIRÃO,AM,18000.0
PAULO SERGIO TORINO,PSD,PINDAMONHANGABA,SP,18000.0
JEFERSON RODOLFO GOMES COSTA,MDB,BREJINHO,RN,18000.0
CHARLES FELISBINO TEIXEIRA,PL,ÁGUA DOCE DO NORTE,ES,18000.0
MATHEUS DE MELO BEZERRA CAVALCANTI,PSB,BANANEIRAS,PB,18000.0
OSCAR DE SOUZA ALVES NETO,PRD,ARRAIAS,TO,18000.0
PEDRO ROBERTO FOLTRAN,UNIÃO,SÃO JORGE DO PATROCÍNIO,PR,18000.0
JEDIELSON COSTA DA COSTA,AVANTE,PARAGOMINAS,PA,18000.0
LUIZ CARLOS FOLADOR,MDB,CANDIOTA,RS,18000.0
SOLANGE GARCIA DE ROSSI E SILVA,PL,ECHAPORÃ,SP,18000.0
JANDER LUIZ LOSS,PL,MARMELEIRO,PR,17993.09
ANA PAULA CANDIDO,REPUBLICANOS,IPAUSSU,SP,17934.3
TIAGO RAFAEL MARCZAL,PT,CRUZ MACHADO,PR,17920.670000000002
ARTHUR DI CARLO FERREIRA E SILVA,REPUBLICANOS,ITANHOMI,MG,17893.0
BENEDITO RODRIGUES DA SILVA,UNIÃO,BOM JESUS DOS PERDÕES,SP,17878.0
MARIA JURACI ALEXANDRINO,MDB,PENHA,SC,17875.0
JOSÉ MAURO GODINHO,PSD,ERVÁLIA,MG,17858.0
LUCIANO FERREIRA DA SILVA,PRD,LUMINÁRIAS,MG,17850.0
EZEQUIEL PASQUETTI,PP,RONDINHA,RS,17840.0
FERNANDO JOSÉ CASTRO CABRAL,REPUBLICANOS,BOM DESPACHO,MG,17818.67
ARISTIDES OLIVEIRA RIBAS DE ANDRADE,PT,SANTANA DE PARNAÍBA,SP,17818.0
ENEZIO DAVI DE RESENDE,PP,GRUPIARA,MG,17810.0
MAKOTO EDISON SEKITA,PSD,SÃO GOTARDO,MG,17788.3
UILSON LISIK DA SILVA,DC,CRUZEIRO DO OESTE,PR,17769.95
LUIS FERNANDO DE OLIVEIRA,PDT,DESCOBERTO,MG,17723.0
ADILSON LUIZ DA SILVA,REPUBLICANOS,NOVA UBIRATÃ,MT,17721.0
LUCIANO FARIA QUEIROZ,PSB,DIVINO DE SÃO LOURENÇO,ES,17720.0
JOSE ROMUALDO SOUZA COSTA,PP,CORONEL JOÃO SÁ,BA,17700.0
INACIO DOLIZETE RICARDO,PT,SÃO FRANCISCO DO GLÓRIA,MG,17700.0
CLEOMAR MARTINS DE ARAUJO,UNIÃO,CAMPINORTE,GO,17696.5
GELTE ANTONIO COSTA,PL,ITAMARANDIBA,MG,17695.51
ADAMOR AIRES DE OLIVEIRA,MDB,SANTA LUZIA DO PARÁ,PA,17680.0
JOÃO ROBERTO DA FONSECA,MDB,FERNANDES TOURINHO,MG,17672.3
BRASIL ANTONIO SARTORI,UNIÃO,ENTRE-IJUÍS,RS,17623.19
EDMILSON PIRES DO CARMO,PSD,GUARANI D'OESTE,SP,17620.0
JOEL RICARDO MARTINS FERREIRA,PSD,GENERAL CARNEIRO,PR,17613.0
SIDNEI GAZOLA,UNIÃO,FLÓRIDA PAULISTA,SP,17600.1
VINICIUS MARCONDES CAMARGO TERIN,MDB,CHAPADÃO DO CÉU,GO,17600.0
MARCO ANTONIO ANDRADE,UNIÃO,UBAÍ,MG,17550.0
RAFAEL MEIRELLES DE MELO,PDT,CUMARI,GO,17505.0
ADRIANA APARECIDA GONTIJO PACHECO,MOBILIZA,MOEMA,MG,17500.0
ROSILENE SOUZA DOS SANTOS,PP,SEABRA,BA,17500.0
ARTUR JOSÉ GOMES FARIAS,MDB,GUIMARÃES,MA,17500.0
ROBERTO ARAUJO DOS SANTOS FILHO,PSDB,PETROLINA DE GOIÁS,GO,17500.0
JOSE MARCELO PIOVAN GUIMARAES,PSD,SANTA MARIANA,PR,17495.0
DANIEL FRANCISCO DA SILVA,PSD,PEDRA BELA,SP,17487.3
TIAGO AGUIAR ABREU PORTELA BARROSO,PSB,SÃO LUÍS DO CURU,CE,17480.0
LUIS FERNANDES BEZERRA FILHO,PSB,PENAFORTE,CE,17476.0
PAULO DONIZETTI SARA,REPUBLICANOS,PIRAJU,SP,17465.0
GUSTAVO CASTRO BRANDÃO FILHO,REPUBLICANOS,TRIZIDELA DO VALE,MA,17459.0
RODOLFO FERREIRA KAMÁ,UNIÃO,MAGDA,SP,17448.48
REJANE WEBSTER DE CARVALHO,PSD,ARROIO DOS RATOS,RS,17438.0
ADRIANA WANDERLEY DOS SANTOS,REPUBLICANOS,TANQUE D'ARCA,AL,17402.399999999998
RONALDO FERREIRA DA SILVA,PDT,ANTÔNIO PRADO DE MINAS,MG,17380.0
PAULO FERNANDO BARUFI DA SILVA,UNIÃO,JANDIRA,SP,17372.0
MARCELO ELISEI BALDONI,PRD,CAREAÇU,MG,17321.8
ITAMAR ROMUALDO JÚNIOR,CIDADANIA,IPUÃ,SP,17321.0
GABRIEL ARCANJO BRAZ,MDB,VARGEM GRANDE DO RIO PARDO,MG,17313.0
CASSIO ROSA DE ASSUNÇÃO,SOLIDARIEDADE,CARNEIRINHO,MG,17300.0
AIRTON LANGARO DIPP,PDT,PASSO FUNDO,RS,17284.78
FLÁVIO MENEGUZZI,PL,MARAU,RS,17270.0
ALVARO GALVAN,PL,TAPURAH,MT,17254.0
NEREU BORGA,PP,SALTO VELOSO,SC,17251.41
MARCILENE RODRIGUES DA SILVA SOUZA,PODE,PIMENTA BUENO,RO,17236.0
WAGNER DE OLIVEIRA NUNES,REPUBLICANOS,ALTO ALEGRE,RR,17233.02
CLAUDENIR SENSI,PP,JOSÉ BOITEUX,SC,17230.0
GIANFRANCO GUSMAO DE AZEVEDO,PSTU,MACAPÁ,AP,17224.79
